DATE,VOUCHER_NO,ACCOUNT_CODE,ACCOUNT_NAME,DEBIT_INR,CREDIT_INR,NARRATION,COUNTERPARTY
01-08-2024,JV-10639,ACC-89551,Office Supplies & Consumables,18259.67,0,UTR/221620//EXP,Generic Vendor 28 Pvt Ltd
01-08-2024,JV-10639,ACC-64647,Bank A/c - HDFC Primary,0,18259.67,UTR/221620//EXP,Generic Vendor 28 Pvt Ltd
01-08-2024,JV-11323,ACC-47102,Software Subscriptions - SaaS,14149.7,0,UTR/774661//EXP,Generic Vendor 35 Pvt Ltd
01-08-2024,JV-11323,ACC-57994,Bank A/c - ICICI Current,0,14149.7,UTR/774661//EXP,Generic Vendor 35 Pvt Ltd
01-08-2024,JV-11921,ACC-10250,Internet and Comm Charges,73529.43,0,UTR/160022//EXP,Generic Vendor 40 Pvt Ltd
01-08-2024,JV-11921,ACC-14252,Bank A/c - Payroll,0,73529.43,UTR/160022//EXP,Generic Vendor 40 Pvt Ltd
02-08-2024,JV-10473,ACC-49980,Repairs and Maintenance - Plant,20858.72,0,UTR/568127//EXP,Generic Vendor 3 Pvt Ltd
02-08-2024,JV-10473,ACC-64647,Bank A/c - HDFC Primary,0,20858.72,UTR/568127//EXP,Generic Vendor 3 Pvt Ltd
02-08-2024,JV-10510,ACC-49980,Repairs and Maintenance - Plant,96182.71,0,UTR/471658//EXP,Generic Vendor 53 Pvt Ltd
02-08-2024,JV-10510,ACC-14252,Bank A/c - Payroll,0,96182.71,UTR/471658//EXP,Generic Vendor 53 Pvt Ltd
02-08-2024,JV-11967,ACC-59411,Marketing & Ad Spend,56576.06,0,UTR/280865//EXP,Generic Vendor 39 Pvt Ltd
02-08-2024,JV-11967,ACC-57994,Bank A/c - ICICI Current,0,56576.06,UTR/280865//EXP,Generic Vendor 39 Pvt Ltd
03-08-2024,JV-10145,ACC-19808,Utility Expenses - Electricity,105935.34,0,UTR/680358//EXP,Generic Vendor 31 Pvt Ltd
03-08-2024,JV-10145,ACC-14252,Bank A/c - Payroll,0,105935.34,UTR/680358//EXP,Generic Vendor 31 Pvt Ltd
03-08-2024,JV-10657,ACC-47102,Software Subscriptions - SaaS,107729.3,0,UTR/910143//EXP,Generic Vendor 32 Pvt Ltd
03-08-2024,JV-10657,ACC-57994,Bank A/c - ICICI Current,0,107729.3,UTR/910143//EXP,Generic Vendor 32 Pvt Ltd
03-08-2024,JV-11243,ACC-71213,Outbound Freight & Logistics,175378.84,0,UTR/169268//EXP,Generic Vendor 25 Pvt Ltd
03-08-2024,JV-11243,ACC-64647,Bank A/c - HDFC Primary,0,175378.84,UTR/169268//EXP,Generic Vendor 25 Pvt Ltd
03-08-2024,JV-11330,ACC-28426,Trade Receivables - HQ,5542.64,0,UTR/152384//EXP,Generic Vendor 41 Pvt Ltd
03-08-2024,JV-11330,ACC-64647,Bank A/c - HDFC Primary,0,5542.64,UTR/152384//EXP,Generic Vendor 41 Pvt Ltd
03-08-2024,JV-11871,ACC-52512,Salaries & Wages - Exec,13606.37,0,UTR/622952//EXP,Generic Vendor 24 Pvt Ltd
03-08-2024,JV-11871,ACC-64647,Bank A/c - HDFC Primary,0,13606.37,UTR/622952//EXP,Generic Vendor 24 Pvt Ltd
04-08-2024,JV-11780,ACC-50342,Legal & Professional Fees - Misc,6804.09,0,UTR/374505//EXP,Generic Vendor 54 Pvt Ltd
04-08-2024,JV-11780,ACC-64647,Bank A/c - HDFC Primary,0,6804.09,UTR/374505//EXP,Generic Vendor 54 Pvt Ltd
05-08-2024,JV-10394,ACC-50342,Legal & Professional Fees - Misc,11957.14,0,UTR/745270//EXP,Generic Vendor 25 Pvt Ltd
05-08-2024,JV-10394,ACC-64647,Bank A/c - HDFC Primary,0,11957.14,UTR/745270//EXP,Generic Vendor 25 Pvt Ltd
05-08-2024,JV-10423,ACC-19808,Utility Expenses - Electricity,55834.35,0,UTR/908634//EXP,Generic Vendor 20 Pvt Ltd
05-08-2024,JV-10423,ACC-14252,Bank A/c - Payroll,0,55834.35,UTR/908634//EXP,Generic Vendor 20 Pvt Ltd
05-08-2024,JV-10599,ACC-28426,Trade Receivables - HQ,89634.19,0,UTR/763121//EXP,Generic Vendor 37 Pvt Ltd
05-08-2024,JV-10599,ACC-57994,Bank A/c - ICICI Current,0,89634.19,UTR/763121//EXP,Generic Vendor 37 Pvt Ltd
05-08-2024,JV-11137,ACC-71213,Outbound Freight & Logistics,62041.83,0,UTR/880550//EXP,Generic Vendor 26 Pvt Ltd
05-08-2024,JV-11137,ACC-57994,Bank A/c - ICICI Current,0,62041.83,UTR/880550//EXP,Generic Vendor 26 Pvt Ltd
05-08-2024,JV-11366,ACC-49980,Repairs and Maintenance - Plant,79862.02,0,UTR/720517//EXP,Nova Logistics Solutions
05-08-2024,JV-11366,ACC-57994,Bank A/c - ICICI Current,0,79862.02,UTR/720517//EXP,Nova Logistics Solutions
05-08-2024,JV-11831,ACC-71213,Outbound Freight & Logistics,164123.55,0,UTR/614807//EXP,Generic Vendor 57 Pvt Ltd
05-08-2024,JV-11831,ACC-57994,Bank A/c - ICICI Current,0,164123.55,UTR/614807//EXP,Generic Vendor 57 Pvt Ltd
05-08-2024,JV-11897,ACC-49980,Repairs and Maintenance - Plant,9107.84,0,UTR/478970//EXP,Generic Vendor 53 Pvt Ltd
05-08-2024,JV-11897,ACC-57994,Bank A/c - ICICI Current,0,9107.84,UTR/478970//EXP,Generic Vendor 53 Pvt Ltd
05-08-2024,JV-11900,ACC-52512,Salaries & Wages - Exec,171464.75,0,UTR/269268//EXP,Generic Vendor 54 Pvt Ltd
05-08-2024,JV-11900,ACC-14252,Bank A/c - Payroll,0,171464.75,UTR/269268//EXP,Generic Vendor 54 Pvt Ltd
06-08-2024,JV-10045,ACC-49980,Repairs and Maintenance - Plant,97922.58,0,UTR/542374//EXP,Generic Vendor 9 Pvt Ltd
06-08-2024,JV-10045,ACC-64647,Bank A/c - HDFC Primary,0,97922.58,UTR/542374//EXP,Generic Vendor 9 Pvt Ltd
06-08-2024,JV-10158,ACC-98439,Travel and Conveyance,138306.49,0,UTR/725084//EXP,Generic Vendor 39 Pvt Ltd
06-08-2024,JV-10158,ACC-14252,Bank A/c - Payroll,0,138306.49,UTR/725084//EXP,Generic Vendor 39 Pvt Ltd
06-08-2024,JV-10555,ACC-28426,Trade Receivables - HQ,65836.56,0,UTR/742439//EXP,Delta Trading Corp
06-08-2024,JV-10555,ACC-14252,Bank A/c - Payroll,0,65836.56,UTR/742439//EXP,Delta Trading Corp
06-08-2024,JV-10687,ACC-28426,Trade Receivables - HQ,143687.79,0,UTR/919898//EXP,Generic Vendor 25 Pvt Ltd
06-08-2024,JV-10687,ACC-14252,Bank A/c - Payroll,0,143687.79,UTR/919898//EXP,Generic Vendor 25 Pvt Ltd
06-08-2024,JV-10795,ACC-49980,Repairs and Maintenance - Plant,158226.37,0,UTR/235193//EXP,Generic Vendor 20 Pvt Ltd
06-08-2024,JV-10795,ACC-14252,Bank A/c - Payroll,0,158226.37,UTR/235193//EXP,Generic Vendor 20 Pvt Ltd
06-08-2024,JV-10857,ACC-19808,Utility Expenses - Electricity,173556.06,0,UTR/574843//EXP,Generic Vendor 19 Pvt Ltd
06-08-2024,JV-10857,ACC-57994,Bank A/c - ICICI Current,0,173556.06,UTR/574843//EXP,Generic Vendor 19 Pvt Ltd
06-08-2024,JV-10992,ACC-19808,Utility Expenses - Electricity,73610.72,0,UTR/960959//EXP,Generic Vendor 48 Pvt Ltd
06-08-2024,JV-10992,ACC-64647,Bank A/c - HDFC Primary,0,73610.72,UTR/960959//EXP,Generic Vendor 48 Pvt Ltd
06-08-2024,JV-11057,ACC-59411,Marketing & Ad Spend,46747.71,0,UTR/308855//EXP,Generic Vendor 3 Pvt Ltd
06-08-2024,JV-11057,ACC-57994,Bank A/c - ICICI Current,0,46747.71,UTR/308855//EXP,Generic Vendor 3 Pvt Ltd
06-08-2024,JV-11877,ACC-28426,Trade Receivables - HQ,130351.89,0,UTR/500016//EXP,Generic Vendor 39 Pvt Ltd
06-08-2024,JV-11877,ACC-14252,Bank A/c - Payroll,0,130351.89,UTR/500016//EXP,Generic Vendor 39 Pvt Ltd
06-08-2024,JV-11983,ACC-19808,Utility Expenses - Electricity,170479.99,0,UTR/920827//EXP,Generic Vendor 34 Pvt Ltd
06-08-2024,JV-11983,ACC-64647,Bank A/c - HDFC Primary,0,170479.99,UTR/920827//EXP,Generic Vendor 34 Pvt Ltd
07-08-2024,JV-10024,ACC-71213,Outbound Freight & Logistics,123410.16,0,UTR/814825//EXP,Generic Vendor 8 Pvt Ltd
07-08-2024,JV-10024,ACC-64647,Bank A/c - HDFC Primary,0,123410.16,UTR/814825//EXP,Generic Vendor 8 Pvt Ltd
07-08-2024,JV-10213,ACC-47102,Software Subscriptions - SaaS,38261.41,0,UTR/994787//EXP,Generic Vendor 25 Pvt Ltd
07-08-2024,JV-10213,ACC-57994,Bank A/c - ICICI Current,0,38261.41,UTR/994787//EXP,Generic Vendor 25 Pvt Ltd
07-08-2024,JV-10219,ACC-28426,Trade Receivables - HQ,138842.33,0,UTR/979060//EXP,Generic Vendor 44 Pvt Ltd
07-08-2024,JV-10219,ACC-14252,Bank A/c - Payroll,0,138842.33,UTR/979060//EXP,Generic Vendor 44 Pvt Ltd
07-08-2024,JV-11056,ACC-59411,Marketing & Ad Spend,24587.2,0,UTR/849398//EXP,Generic Vendor 50 Pvt Ltd
07-08-2024,JV-11056,ACC-64647,Bank A/c - HDFC Primary,0,24587.2,UTR/849398//EXP,Generic Vendor 50 Pvt Ltd
07-08-2024,JV-11311,ACC-47102,Software Subscriptions - SaaS,161682.69,0,UTR/784578//EXP,Generic Vendor 10 Pvt Ltd
07-08-2024,JV-11311,ACC-64647,Bank A/c - HDFC Primary,0,161682.69,UTR/784578//EXP,Generic Vendor 10 Pvt Ltd
07-08-2024,JV-11523,ACC-47102,Software Subscriptions - SaaS,45139.6,0,UTR/910749//EXP,Generic Vendor 8 Pvt Ltd
07-08-2024,JV-11523,ACC-64647,Bank A/c - HDFC Primary,0,45139.6,UTR/910749//EXP,Generic Vendor 8 Pvt Ltd
07-08-2024,JV-11750,ACC-49980,Repairs and Maintenance - Plant,86823.04,0,UTR/972957//EXP,Generic Vendor 22 Pvt Ltd
07-08-2024,JV-11750,ACC-64647,Bank A/c - HDFC Primary,0,86823.04,UTR/972957//EXP,Generic Vendor 22 Pvt Ltd
08-08-2024,JV-10308,ACC-28426,Trade Receivables - HQ,157570.5,0,UTR/185461//EXP,Generic Vendor 22 Pvt Ltd
08-08-2024,JV-10308,ACC-14252,Bank A/c - Payroll,0,157570.5,UTR/185461//EXP,Generic Vendor 22 Pvt Ltd
08-08-2024,JV-10551,ACC-28426,Trade Receivables - HQ,129596.84,0,UTR/495303//EXP,Generic Vendor 51 Pvt Ltd
08-08-2024,JV-10551,ACC-64647,Bank A/c - HDFC Primary,0,129596.84,UTR/495303//EXP,Generic Vendor 51 Pvt Ltd
08-08-2024,JV-11602,ACC-10250,Internet and Comm Charges,106645.52,0,UTR/627899//EXP,Generic Vendor 50 Pvt Ltd
08-08-2024,JV-11602,ACC-57994,Bank A/c - ICICI Current,0,106645.52,UTR/627899//EXP,Generic Vendor 50 Pvt Ltd
09-08-2024,JV-10848,ACC-52512,Salaries & Wages - Exec,36195.18,0,UTR/993590//EXP,Generic Vendor 60 Pvt Ltd
09-08-2024,JV-10848,ACC-64647,Bank A/c - HDFC Primary,0,36195.18,UTR/993590//EXP,Generic Vendor 60 Pvt Ltd
09-08-2024,JV-10879,ACC-89551,Office Supplies & Consumables,85540.65,0,UTR/262325//EXP,Generic Vendor 60 Pvt Ltd
09-08-2024,JV-10879,ACC-57994,Bank A/c - ICICI Current,0,85540.65,UTR/262325//EXP,Generic Vendor 60 Pvt Ltd
09-08-2024,JV-11990,ACC-19808,Utility Expenses - Electricity,118009.1,0,UTR/519492//EXP,Generic Vendor 11 Pvt Ltd
09-08-2024,JV-11990,ACC-57994,Bank A/c - ICICI Current,0,118009.1,UTR/519492//EXP,Generic Vendor 11 Pvt Ltd
10-08-2024,JV-10500,ACC-47102,Software Subscriptions - SaaS,116579.92,0,UTR/583214//EXP,Generic Vendor 32 Pvt Ltd
10-08-2024,JV-10500,ACC-14252,Bank A/c - Payroll,0,116579.92,UTR/583214//EXP,Generic Vendor 32 Pvt Ltd
10-08-2024,JV-10962,ACC-49980,Repairs and Maintenance - Plant,128519.34,0,UTR/107459//EXP,Generic Vendor 51 Pvt Ltd
10-08-2024,JV-10962,ACC-64647,Bank A/c - HDFC Primary,0,128519.34,UTR/107459//EXP,Generic Vendor 51 Pvt Ltd
10-08-2024,JV-11140,ACC-59411,Marketing & Ad Spend,170112.2,0,UTR/336540//EXP,Generic Vendor 18 Pvt Ltd
10-08-2024,JV-11140,ACC-64647,Bank A/c - HDFC Primary,0,170112.2,UTR/336540//EXP,Generic Vendor 18 Pvt Ltd
10-08-2024,JV-11281,ACC-89551,Office Supplies & Consumables,22744.24,0,UTR/720515//EXP,Generic Vendor 12 Pvt Ltd
10-08-2024,JV-11281,ACC-14252,Bank A/c - Payroll,0,22744.24,UTR/720515//EXP,Generic Vendor 12 Pvt Ltd
10-08-2024,JV-11936,ACC-28426,Trade Receivables - HQ,171416.19,0,UTR/229077//EXP,Generic Vendor 43 Pvt Ltd
10-08-2024,JV-11936,ACC-57994,Bank A/c - ICICI Current,0,171416.19,UTR/229077//EXP,Generic Vendor 43 Pvt Ltd
11-08-2024,JV-10643,ACC-50342,Legal & Professional Fees - Misc,25466.72,0,UTR/381819//EXP,Generic Vendor 50 Pvt Ltd
11-08-2024,JV-10643,ACC-57994,Bank A/c - ICICI Current,0,25466.72,UTR/381819//EXP,Generic Vendor 50 Pvt Ltd
11-08-2024,JV-11237,ACC-10250,Internet and Comm Charges,35453.49,0,UTR/797492//EXP,Generic Vendor 59 Pvt Ltd
11-08-2024,JV-11237,ACC-57994,Bank A/c - ICICI Current,0,35453.49,UTR/797492//EXP,Generic Vendor 59 Pvt Ltd
11-08-2024,JV-11310,ACC-98439,Travel and Conveyance,15906.75,0,UTR/862886//EXP,Generic Vendor 37 Pvt Ltd
11-08-2024,JV-11310,ACC-64647,Bank A/c - HDFC Primary,0,15906.75,UTR/862886//EXP,Generic Vendor 37 Pvt Ltd
11-08-2024,JV-11432,ACC-50342,Legal & Professional Fees - Misc,13356.34,0,UTR/583439//EXP,Generic Vendor 21 Pvt Ltd
11-08-2024,JV-11432,ACC-14252,Bank A/c - Payroll,0,13356.34,UTR/583439//EXP,Generic Vendor 21 Pvt Ltd
11-08-2024,JV-11517,ACC-19808,Utility Expenses - Electricity,100474.98,0,UTR/993933//EXP,Delta Trading Corp
11-08-2024,JV-11517,ACC-14252,Bank A/c - Payroll,0,100474.98,UTR/993933//EXP,Delta Trading Corp
11-08-2024,JV-11913,ACC-59411,Marketing & Ad Spend,113950.22,0,UTR/214499//EXP,Generic Vendor 40 Pvt Ltd
11-08-2024,JV-11913,ACC-57994,Bank A/c - ICICI Current,0,113950.22,UTR/214499//EXP,Generic Vendor 40 Pvt Ltd
12-08-2024,JV-10448,ACC-28426,Trade Receivables - HQ,125620.04,0,UTR/800224//EXP,Generic Vendor 4 Pvt Ltd
12-08-2024,JV-10448,ACC-57994,Bank A/c - ICICI Current,0,125620.04,UTR/800224//EXP,Generic Vendor 4 Pvt Ltd
12-08-2024,JV-11551,ACC-50342,Legal & Professional Fees - Misc,172571.82,0,UTR/694797//EXP,Generic Vendor 11 Pvt Ltd
12-08-2024,JV-11551,ACC-64647,Bank A/c - HDFC Primary,0,172571.82,UTR/694797//EXP,Generic Vendor 11 Pvt Ltd
12-08-2024,JV-11635,ACC-10250,Internet and Comm Charges,31073.17,0,UTR/627935//EXP,Generic Vendor 53 Pvt Ltd
12-08-2024,JV-11635,ACC-14252,Bank A/c - Payroll,0,31073.17,UTR/627935//EXP,Generic Vendor 53 Pvt Ltd
12-08-2024,JV-11899,ACC-52512,Salaries & Wages - Exec,170134.94,0,UTR/366640//EXP,Generic Vendor 10 Pvt Ltd
12-08-2024,JV-11899,ACC-57994,Bank A/c - ICICI Current,0,170134.94,UTR/366640//EXP,Generic Vendor 10 Pvt Ltd
13-08-2024,JV-10020,ACC-52512,Salaries & Wages - Exec,161914.65,0,UTR/479580//EXP,Generic Vendor 26 Pvt Ltd
13-08-2024,JV-10020,ACC-57994,Bank A/c - ICICI Current,0,161914.65,UTR/479580//EXP,Generic Vendor 26 Pvt Ltd
13-08-2024,JV-10027,ACC-71213,Outbound Freight & Logistics,92859.66,0,UTR/755674//EXP,Generic Vendor 7 Pvt Ltd
13-08-2024,JV-10027,ACC-64647,Bank A/c - HDFC Primary,0,92859.66,UTR/755674//EXP,Generic Vendor 7 Pvt Ltd
13-08-2024,JV-10070,ACC-50342,Legal & Professional Fees - Misc,81204.89,0,UTR/548462//EXP,Generic Vendor 46 Pvt Ltd
13-08-2024,JV-10070,ACC-14252,Bank A/c - Payroll,0,81204.89,UTR/548462//EXP,Generic Vendor 46 Pvt Ltd
13-08-2024,JV-10229,ACC-52512,Salaries & Wages - Exec,148567.86,0,UTR/213609//EXP,Generic Vendor 24 Pvt Ltd
13-08-2024,JV-10229,ACC-57994,Bank A/c - ICICI Current,0,148567.86,UTR/213609//EXP,Generic Vendor 24 Pvt Ltd
13-08-2024,JV-10366,ACC-19808,Utility Expenses - Electricity,81990.34,0,UTR/399449//EXP,Generic Vendor 40 Pvt Ltd
13-08-2024,JV-10366,ACC-14252,Bank A/c - Payroll,0,81990.34,UTR/399449//EXP,Generic Vendor 40 Pvt Ltd
13-08-2024,JV-10591,ACC-10250,Internet and Comm Charges,80715.37,0,UTR/913308//EXP,Generic Vendor 8 Pvt Ltd
13-08-2024,JV-10591,ACC-64647,Bank A/c - HDFC Primary,0,80715.37,UTR/913308//EXP,Generic Vendor 8 Pvt Ltd
13-08-2024,JV-10731,ACC-49980,Repairs and Maintenance - Plant,102871.65,0,UTR/888775//EXP,Generic Vendor 10 Pvt Ltd
13-08-2024,JV-10731,ACC-57994,Bank A/c - ICICI Current,0,102871.65,UTR/888775//EXP,Generic Vendor 10 Pvt Ltd
13-08-2024,JV-11290,ACC-50342,Legal & Professional Fees - Misc,157039.16,0,UTR/402820//EXP,Generic Vendor 1 Pvt Ltd
13-08-2024,JV-11290,ACC-14252,Bank A/c - Payroll,0,157039.16,UTR/402820//EXP,Generic Vendor 1 Pvt Ltd
13-08-2024,JV-11426,ACC-19808,Utility Expenses - Electricity,150661.02,0,UTR/230208//EXP,Generic Vendor 31 Pvt Ltd
13-08-2024,JV-11426,ACC-14252,Bank A/c - Payroll,0,150661.02,UTR/230208//EXP,Generic Vendor 31 Pvt Ltd
13-08-2024,JV-11569,ACC-52512,Salaries & Wages - Exec,94504.17,0,UTR/272998//EXP,Generic Vendor 28 Pvt Ltd
13-08-2024,JV-11569,ACC-57994,Bank A/c - ICICI Current,0,94504.17,UTR/272998//EXP,Generic Vendor 28 Pvt Ltd
14-08-2024,JV-10034,ACC-71213,Outbound Freight & Logistics,77895.42,0,UTR/665492//EXP,Generic Vendor 14 Pvt Ltd
14-08-2024,JV-10034,ACC-14252,Bank A/c - Payroll,0,77895.42,UTR/665492//EXP,Generic Vendor 14 Pvt Ltd
14-08-2024,JV-10050,ACC-47102,Software Subscriptions - SaaS,77872.33,0,UTR/921414//EXP,Generic Vendor 47 Pvt Ltd
14-08-2024,JV-10050,ACC-57994,Bank A/c - ICICI Current,0,77872.33,UTR/921414//EXP,Generic Vendor 47 Pvt Ltd
14-08-2024,JV-10059,ACC-59411,Marketing & Ad Spend,121889.17,0,UTR/579434//EXP,Generic Vendor 20 Pvt Ltd
14-08-2024,JV-10059,ACC-64647,Bank A/c - HDFC Primary,0,121889.17,UTR/579434//EXP,Generic Vendor 20 Pvt Ltd
14-08-2024,JV-10996,ACC-49980,Repairs and Maintenance - Plant,38889.68,0,UTR/976960//EXP,Generic Vendor 16 Pvt Ltd
14-08-2024,JV-10996,ACC-64647,Bank A/c - HDFC Primary,0,38889.68,UTR/976960//EXP,Generic Vendor 16 Pvt Ltd
14-08-2024,JV-11307,ACC-50342,Legal & Professional Fees - Misc,15283.53,0,UTR/310416//EXP,Generic Vendor 60 Pvt Ltd
14-08-2024,JV-11307,ACC-57994,Bank A/c - ICICI Current,0,15283.53,UTR/310416//EXP,Generic Vendor 60 Pvt Ltd
15-08-2024,JV-10078,ACC-50342,Legal & Professional Fees - Misc,22132.93,0,UTR/140605//EXP,Generic Vendor 56 Pvt Ltd
15-08-2024,JV-10078,ACC-14252,Bank A/c - Payroll,0,22132.93,UTR/140605//EXP,Generic Vendor 56 Pvt Ltd
15-08-2024,JV-10183,ACC-71213,Outbound Freight & Logistics,167198.08,0,UTR/832168//EXP,Generic Vendor 29 Pvt Ltd
15-08-2024,JV-10183,ACC-64647,Bank A/c - HDFC Primary,0,167198.08,UTR/832168//EXP,Generic Vendor 29 Pvt Ltd
15-08-2024,JV-10191,ACC-89551,Office Supplies & Consumables,131511.02,0,UTR/715448//EXP,Generic Vendor 54 Pvt Ltd
15-08-2024,JV-10191,ACC-57994,Bank A/c - ICICI Current,0,131511.02,UTR/715448//EXP,Generic Vendor 54 Pvt Ltd
15-08-2024,JV-10447,ACC-10250,Internet and Comm Charges,106095.55,0,UTR/111991//EXP,Generic Vendor 37 Pvt Ltd
15-08-2024,JV-10447,ACC-57994,Bank A/c - ICICI Current,0,106095.55,UTR/111991//EXP,Generic Vendor 37 Pvt Ltd
15-08-2024,JV-10511,ACC-59411,Marketing & Ad Spend,69030.13,0,UTR/581294//EXP,Generic Vendor 26 Pvt Ltd
15-08-2024,JV-10511,ACC-64647,Bank A/c - HDFC Primary,0,69030.13,UTR/581294//EXP,Generic Vendor 26 Pvt Ltd
15-08-2024,JV-11495,ACC-89551,Office Supplies & Consumables,86136.88,0,UTR/431889//EXP,Generic Vendor 2 Pvt Ltd
15-08-2024,JV-11495,ACC-14252,Bank A/c - Payroll,0,86136.88,UTR/431889//EXP,Generic Vendor 2 Pvt Ltd
15-08-2024,JV-11554,ACC-19808,Utility Expenses - Electricity,90467.76,0,UTR/552259//EXP,Generic Vendor 9 Pvt Ltd
15-08-2024,JV-11554,ACC-14252,Bank A/c - Payroll,0,90467.76,UTR/552259//EXP,Generic Vendor 9 Pvt Ltd
15-08-2024,JV-11919,ACC-47102,Software Subscriptions - SaaS,136973.36,0,UTR/550314//EXP,Generic Vendor 39 Pvt Ltd
15-08-2024,JV-11919,ACC-57994,Bank A/c - ICICI Current,0,136973.36,UTR/550314//EXP,Generic Vendor 39 Pvt Ltd
16-08-2024,JV-10174,ACC-52512,Salaries & Wages - Exec,138070.29,0,UTR/593355//EXP,Generic Vendor 12 Pvt Ltd
16-08-2024,JV-10174,ACC-64647,Bank A/c - HDFC Primary,0,138070.29,UTR/593355//EXP,Generic Vendor 12 Pvt Ltd
16-08-2024,JV-10488,ACC-59411,Marketing & Ad Spend,110079.59,0,UTR/176319//EXP,Generic Vendor 3 Pvt Ltd
16-08-2024,JV-10488,ACC-14252,Bank A/c - Payroll,0,110079.59,UTR/176319//EXP,Generic Vendor 3 Pvt Ltd
16-08-2024,JV-10537,ACC-19808,Utility Expenses - Electricity,90282.94,0,UTR/275329//EXP,Generic Vendor 5 Pvt Ltd
16-08-2024,JV-10537,ACC-57994,Bank A/c - ICICI Current,0,90282.94,UTR/275329//EXP,Generic Vendor 5 Pvt Ltd
16-08-2024,JV-10600,ACC-28426,Trade Receivables - HQ,69405.5,0,UTR/764406//EXP,Generic Vendor 5 Pvt Ltd
16-08-2024,JV-10600,ACC-57994,Bank A/c - ICICI Current,0,69405.5,UTR/764406//EXP,Generic Vendor 5 Pvt Ltd
16-08-2024,JV-10750,ACC-10250,Internet and Comm Charges,62802.3,0,UTR/417776//EXP,Generic Vendor 51 Pvt Ltd
16-08-2024,JV-10750,ACC-64647,Bank A/c - HDFC Primary,0,62802.3,UTR/417776//EXP,Generic Vendor 51 Pvt Ltd
16-08-2024,JV-10765,ACC-28426,Trade Receivables - HQ,93850.78,0,UTR/918207//EXP,Generic Vendor 56 Pvt Ltd
16-08-2024,JV-10765,ACC-57994,Bank A/c - ICICI Current,0,93850.78,UTR/918207//EXP,Generic Vendor 56 Pvt Ltd
16-08-2024,JV-11047,ACC-59411,Marketing & Ad Spend,154066.32,0,UTR/243260//EXP,Generic Vendor 12 Pvt Ltd
16-08-2024,JV-11047,ACC-64647,Bank A/c - HDFC Primary,0,154066.32,UTR/243260//EXP,Generic Vendor 12 Pvt Ltd
16-08-2024,JV-11051,ACC-50342,Legal & Professional Fees - Misc,80599.74,0,UTR/344119//EXP,Generic Vendor 1 Pvt Ltd
16-08-2024,JV-11051,ACC-14252,Bank A/c - Payroll,0,80599.74,UTR/344119//EXP,Generic Vendor 1 Pvt Ltd
16-08-2024,JV-11710,ACC-71213,Outbound Freight & Logistics,122492.24,0,UTR/900040//EXP,Generic Vendor 16 Pvt Ltd
16-08-2024,JV-11710,ACC-14252,Bank A/c - Payroll,0,122492.24,UTR/900040//EXP,Generic Vendor 16 Pvt Ltd
17-08-2024,JV-10136,ACC-52512,Salaries & Wages - Exec,140111.54,0,UTR/556732//EXP,Generic Vendor 30 Pvt Ltd
17-08-2024,JV-10136,ACC-14252,Bank A/c - Payroll,0,140111.54,UTR/556732//EXP,Generic Vendor 30 Pvt Ltd
18-08-2024,JV-11225,ACC-50342,Legal & Professional Fees - Misc,51433.73,0,UTR/753205//EXP,Generic Vendor 1 Pvt Ltd
18-08-2024,JV-11225,ACC-64647,Bank A/c - HDFC Primary,0,51433.73,UTR/753205//EXP,Generic Vendor 1 Pvt Ltd
18-08-2024,JV-11716,ACC-52512,Salaries & Wages - Exec,151589.33,0,UTR/468488//EXP,Generic Vendor 25 Pvt Ltd
18-08-2024,JV-11716,ACC-57994,Bank A/c - ICICI Current,0,151589.33,UTR/468488//EXP,Generic Vendor 25 Pvt Ltd
18-08-2024,JV-11722,ACC-49980,Repairs and Maintenance - Plant,176994.88,0,UTR/320855//EXP,Generic Vendor 22 Pvt Ltd
18-08-2024,JV-11722,ACC-14252,Bank A/c - Payroll,0,176994.88,UTR/320855//EXP,Generic Vendor 22 Pvt Ltd
18-08-2024,JV-11800,ACC-59411,Marketing & Ad Spend,34783.13,0,UTR/378527//EXP,Nova Logistics Solutions
18-08-2024,JV-11800,ACC-64647,Bank A/c - HDFC Primary,0,34783.13,UTR/378527//EXP,Nova Logistics Solutions
18-08-2024,JV-11998,ACC-50342,Legal & Professional Fees - Misc,51435.48,0,UTR/495476//EXP,Generic Vendor 7 Pvt Ltd
18-08-2024,JV-11998,ACC-64647,Bank A/c - HDFC Primary,0,51435.48,UTR/495476//EXP,Generic Vendor 7 Pvt Ltd
19-08-2024,JV-10216,ACC-89551,Office Supplies & Consumables,156116.93,0,UTR/880841//EXP,Generic Vendor 50 Pvt Ltd
19-08-2024,JV-10216,ACC-14252,Bank A/c - Payroll,0,156116.93,UTR/880841//EXP,Generic Vendor 50 Pvt Ltd
19-08-2024,JV-10297,ACC-52512,Salaries & Wages - Exec,65293.77,0,UTR/425486//EXP,Generic Vendor 5 Pvt Ltd
19-08-2024,JV-10297,ACC-64647,Bank A/c - HDFC Primary,0,65293.77,UTR/425486//EXP,Generic Vendor 5 Pvt Ltd
19-08-2024,JV-10935,ACC-19808,Utility Expenses - Electricity,99349.96,0,UTR/494956//EXP,Generic Vendor 12 Pvt Ltd
19-08-2024,JV-10935,ACC-14252,Bank A/c - Payroll,0,99349.96,UTR/494956//EXP,Generic Vendor 12 Pvt Ltd
